provider,country_code,country,asn,operator,observed_records_bucket,prefix_count,hosting_record_bucket,exit_record_bucket,avg_confidence,data_origin
Astrill,TW,Taiwan,134094,"SERVERFIELD-AS Serverfield Co., Ltd.",lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,20278,NEXEON,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,207134,PHOENIXNAP-SRB,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,29802,HVC-AS,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,3257,GTT-BACKBONE GTT,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,395839,HOSTKEY-USA,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,397391,HON-ASN,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,9294,GNETINC-AS-AP GNET INC.,lt-50,4,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
AzireVPN,NL,Netherlands,6206,NETROUTING-AS,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AzireVPN,SE,Sweden,1299,"TWELVE99 Arelion, fka Telia Carrier",lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AzireVPN,US,United States,11878,TZULO,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
BoxPN,CA,Canada,36666,GTCOMM,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
BoxPN,FR,France,12876,Online SAS,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CCrypto VPN,FR,France,16276,OVH,lt-50,4,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
CactusVPN,CA,Canada,16276,OVH,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,UK,United Kingdom,20860,IOMART-AS,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
EasyHideIP,CA,Canada,36666,GTCOMM,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
ExpressVPN,DE,Germany,29066,VELIANET-AS velia.net Internetdienste GmbH,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
ExpressVPN,GB,United Kingdom,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",lt-50,3,lt-50,lt-50,67.5,VPN-Infrastructure-Atlas
ExpressVPN,US,United States,40676,AS40676 - Psychz Networks,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FastestVPN,GB,United Kingdom,3170,VELOXSERV,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
FlowVPN,CH,Switzerland,34927,IFOG-GMBH,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,CZ,Czechia,42422,SECURITYNET-AS,lt-50,4,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,GB,United Kingdom,211552,CIVO-UK,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,RU,Russia,210756,EDGECENTERLLC,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,16509,AMAZON-02,lt-50,4,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,212336,BYTEVIRTLLC,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,63150,BAGE,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
GhostPath,US,United States,36352,AS-COLOCROSSING,lt-50,4,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
Ivacy,US,United States,212238,CDNEXT,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Ivacy,US,United States,9009,M247,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
KevinVPN,GB,United Kingdom,62240,CLOUVIDER Clouvider - Global ASN,lt-50,3,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Kompot VPN,GB,United Kingdom,215540,GCS-AS,lt-50,4,lt-50,lt-50,80.0,VPN-Infrastructure-Atlas
Kompot VPN,RU,Russia,9123,TIMEWEB-AS,lt-50,3,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Le VPN,AT,Austria,57169,EDIS-AS-EU,lt-50,4,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
MoriVPN,US,United States,31898,ORACLE-BMC-31898,lt-50,4,lt-50,lt-50,80.0,VPN-Infrastructure-Atlas
Mullvad,CA,Canada,394256,CLOUDSINGULARITY,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Mullvad,VU,Vanuatu,23959,OWL-AS-AP Owl Limited,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
NordVPN,CA,Canada,812,ROGERS-COMMUNICATIONS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
NordVPN,DE,Germany,8881,VERSATEL,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
NordVPN,US,United States,62874,WEB2OBJECTS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
NordVPN,US,United States,64249,ENDOFFICE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Private Internet Access,AU,Australia,18345,SERVERS-AUS-CUST Servers Australia Customers,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Private Internet Access,GB,United Kingdom,58065,PACKETEXCHANGE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,DE,Germany,42201,PVDATANET,lt-50,2,lt-50,lt-50,91.5,VPN-Infrastructure-Atlas
PrivateVPN,FR,France,42201,PVDATANET,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,NL,Netherlands,42201,PVDATANET,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,PL,Poland,50599,Autonomous System for Dataspace P.S.A.,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PureVPN,AL,Albania,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
PureVPN,AU,Australia,136557,HOST-AS-AP Host Universal Pty Ltd,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
PureVPN,IN,India,203020,HOSTROYALE,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
PureVPN,MD,Moldova,43289,TRABIA,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
PureVPN,NL,Netherlands,51430,ALTUS,lt-50,3,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
RedShield VPN,RO,Romania,9009,M247,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,AU,Australia,136557,HOST-AS-AP Host Universal Pty Ltd,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,EE,Estonia,214279,DASABO,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,GB,United Kingdom,3170,VELOXSERV,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,GE,Georgia,216300,ABKHAZMEDIA-AS,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,IN,India,153393,RACKVOLT-AS-AP RACKVOLT CLOUD SOLUTIONS PRIVATE LIMITED,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,MD,Moldova,48753,AVAHOHST,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,PL,Poland,214481,WCZAPKOWICZ-AS as214481as-wczapkowicz Chunkserve Backbone Transit,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,RU,Russia,49392,ASBAXETN,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,TW,Taiwan,3462,HINET Data Communication Business Group,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,26383,ASNET,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,31898,ORACLE-BMC-31898,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,32181,ASN-GIGENET,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,46475,LIMESTONENETWORKS,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,UY,Uruguay,6057,Administracion Nacional de Telecomunicaciones,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
StrongVPN,EE,Estonia,206804,ESTNOC-GLOBAL,lt-50,1,lt-50,lt-50,83.8,VPN-Infrastructure-Atlas
Surfshark,CA,Canada,212238,CDNEXT,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,IN,India,209854,CYBERZONEHUB,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,US,United States,62240,CLOUVIDER Clouvider - Global ASN,lt-50,4,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
VPN Gate,JP,Japan,2527,SO-NET Sony Network Communications Inc.,lt-50,4,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Jantit,DE,Germany,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE.",lt-50,4,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,PH,Philippines,140599,COMFACCORPORATION-AS-AP COMFAC CORPORATION,lt-50,3,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Unlimited,DE,Germany,24961,MYLOC-AS IP Backbone of WIIT AG formerly myLoc managed IT AG,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,IT,Italy,31034,ARUBA-ASN,lt-50,3,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,SI,Slovenia,48894,OPTIMUS-AS,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,US,United States,15626,GF-UA,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,US,United States,40676,AS40676 - Psychz Networks,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
VPN.ac,GB,United Kingdom,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
VPN.ac,SG,Singapore,59253,LEASEWEB-APAC-SIN-11 LEASEWEB SINGAPORE PTE. LTD.,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
VPN.ac,US,United States,29802,HVC-AS,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
VPNSTunnel,US,United States,14061,DIGITALOCEAN-ASN,lt-50,4,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPNUK,GB,United Kingdom,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",lt-50,4,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
WiTopia,FI,Finland,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WiTopia,HK,Hong Kong,0,,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WiTopia,IL,Israel,61102,INTERHOST,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WiTopia,IS,Iceland,50613,THORDC-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WiTopia,IT,Italy,49367,ASSEFLOW,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WiTopia,PA,Panama,51852,PLI-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WiTopia,RU,Russia,50340,SELECTEL-MSK,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WiTopia,TR,Türkiye,0,,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WiTopia,US,United States,18779,EGIHOSTING,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WiTopia,US,United States,7979,SERVERS-COM,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WiTopia,VN,Vietnam,7552,VIETEL-AS-AP Viettel Group,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Windscribe,BA,Bosnia and Herzegovina,200698,GLOBALHOST-BOSNIA-AS,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
WorldVPN,AU,Australia,63473,HOSTHATCH,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
WorldVPN,FI,Finland,24940,HETZNER-AS,lt-50,3,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
Zoogvpn,NL,Netherlands,209847,THE,lt-50,4,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
AnonymousVPN,CA,Canada,53363,TANGRAM-CANADA-INC,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Astrill,BA,Bosnia and Herzegovina,200698,GLOBALHOST-BOSNIA-AS,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,BG,Bulgaria,34224,NETERRA-AS,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,BG,Bulgaria,44901,BELCLOUD Premium IP transit network,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,BR,Brazil,262287,Latitude.sh LTDA,lt-50,1,lt-50,lt-50,78.7,VPN-Infrastructure-Atlas
Astrill,CA,Canada,32489,AMANAHA-NEW,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,DE,Germany,24940,HETZNER-AS,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,DK,Denmark,30736,ASERGO-AS,lt-50,3,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,EE,Estonia,206804,ESTNOC-GLOBAL,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,FI,Finland,203003,MAGNA-CAPAX,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,FR,France,12876,Online SAS,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,FR,France,21409,IKOULA,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,GB,United Kingdom,59895,BINARYRACKS-AS,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,GR,Greece,199081,LANCOM Athens - Greece,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,HU,Hungary,56322,SERVERASTRA-AS,lt-50,3,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,IE,Ireland,30900,WEBWORLD-AS ta Web World Ireland,lt-50,1,lt-50,lt-50,78.7,VPN-Infrastructure-Atlas
Astrill,IL,Israel,206446,CLOUDLEASE,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,IL,Israel,44709,CLOUDWEBMANAGE-,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,JP,Japan,0,,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,MY,Malaysia,45839,SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,NL,Netherlands,43350,NFORCE,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,NL,Netherlands,51430,ALTUS,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,NL,Netherlands,60781,LEASEWEB-NL-AMS-01 Netherlands,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,PA,Panama,51852,PLI-AS,lt-50,3,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,PK,Pakistan,150315,VCL-AS-AP Virtury Cloud Private Limited,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,PT,Portugal,24768,ALMOUROLTEC,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,SE,Sweden,49770,INTERNETPORT-AS,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,SG,Singapore,400061,IGNERO,lt-50,1,lt-50,lt-50,78.7,VPN-Infrastructure-Atlas
Astrill,SK,Slovakia,201924,LERTAS-AS,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,UA,Ukraine,30860,YURTEH-AS,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,13737,AS-INCX,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,26042,FIBERSTATE,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,27323,SERVERSTADIUM,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,33387,NOCIX,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,396073,MAJESTIC-HOSTING-01,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,40156,THEOPT-HOU,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,41378,KIRINONET,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,46573,VAULT-HOST,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,53755,IOFLOOD,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,55154,MADGEN-01,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,VN,Vietnam,135905,VNPT-AS-VN VIETNAM POSTS AND TELECOMMUNICATIONS GROUP,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,ZA,South Africa,37153,xneelo,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
ExpressVPN,AL,Albania,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",lt-50,3,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
ExpressVPN,LT,Lithuania,61272,IST-AS,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
ExpressVPN,US,United States,46475,LIMESTONENETWORKS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,AR,Argentina,27823,Dattatec.com,lt-50,3,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,HK,Hong Kong,138915,KAOPU-HK Kaopu Cloud HK Limited,lt-50,3,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,KR,South Korea,9318,SKB-AS SK Broadband Co Ltd,lt-50,3,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,PH,Philippines,140599,COMFACCORPORATION-AS-AP COMFAC CORPORATION,lt-50,3,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,0,,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,26383,ASNET,lt-50,3,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,63473,HOSTHATCH,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Froot,US,United States,29889,FSNET-1,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
GhostPath,GB,United Kingdom,63949,AKAMAI-LINODE-AP Akamai Connected Cloud,lt-50,3,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
GhostPath,SE,Sweden,42708,GLESYS glesys.com,lt-50,3,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
GhostPath,US,United States,0,,lt-50,3,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
GhostPath,US,United States,13213,UK2NET-AS,lt-50,3,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
GhostPath,US,United States,62296,VITALNG,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
Goosevpn,NL,Netherlands,41887,PROLOCATION Prolocation,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
HideIPVPN,NL,Netherlands,60781,LEASEWEB-NL-AMS-01 Netherlands,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
IVPN,CA,Canada,32489,AMANAHA-NEW,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
IVPN,EE,Estonia,206804,ESTNOC-GLOBAL,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
IVPN,MY,Malaysia,55720,GIGABIT-MY Gigabit Hosting Sdn Bhd,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
IVPN,PA,Panama,51852,PLI-AS,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Ivacy,AU,Australia,136557,HOST-AS-AP Host Universal Pty Ltd,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Ivacy,AU,Australia,212238,CDNEXT,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Ivacy,CA,Canada,212238,CDNEXT,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Ivacy,EE,Estonia,1257,TELE2,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
KevinVPN,US,United States,27284,FOURPLEX-ASN,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
KeyDrop,AE,United Arab Emirates,216071,VDSINA,lt-50,3,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
KeyDrop,RU,Russia,198610,BEGET-AS,lt-50,3,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
KeyDrop,RU,Russia,9123,TIMEWEB-AS,lt-50,3,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Kompot VPN,GB,United Kingdom,204044,ONLYSERVERS Dedicated Server Hosting Provider,lt-50,1,lt-50,lt-50,80.0,VPN-Infrastructure-Atlas
Kompot VPN,RU,Russia,207713,GIR-AS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Mullvad,FI,Finland,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Mullvad,HK,Hong Kong,9312,XTOM xTom,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Mullvad,US,United States,25737,JONE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
NordVPN,MD,Moldova,43289,TRABIA,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,IN,India,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Private Internet Access,AL,Albania,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Private Internet Access,IT,Italy,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Private Internet Access,LT,Lithuania,61272,IST-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Private Internet Access,NL,Netherlands,212238,CDNEXT,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Private Internet Access,NL,Netherlands,51430,ALTUS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Private Internet Access,UK,United Kingdom,9009,M247,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Private Internet Access,US,United States,6461,ZAYO-6461,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,AU,Australia,133480,INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD,lt-50,3,lt-50,lt-50,90.3,VPN-Infrastructure-Atlas
PrivateVPN,CA,Canada,42201,PVDATANET,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,US,United States,9009,M247,lt-50,2,lt-50,lt-50,92.7,VPN-Infrastructure-Atlas
ProtonVPN,GB,United Kingdom,25369,BANDWIDTH-AS,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
ProtonVPN,US,United States,7979,SERVERS-COM,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Proxpn,MU,Mauritius,0,,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Proxpn,US,United States,20473,AS-VULTR,lt-50,3,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Riseup VPN,US,United States,16652,RISEUP,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Safervpn,CA,Canada,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,3,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Sentinel dVPN,AE,United Arab Emirates,60117,HS,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,AR,Argentina,27823,Dattatec.com,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,CY,Cyprus,202448,MVPS www.mvps.net,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,DE,Germany,215607,DF-TRANSIT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,DE,Germany,215960,HEARTBEAT-IT,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,DE,Germany,3214,XTOM xTom GmbH,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,FR,France,12322,PROXAD,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,FR,France,208226,OUIHEBERG,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,GB,United Kingdom,203090,COOPNORGE,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,HK,Hong Kong,138915,KAOPU-HK Kaopu Cloud HK Limited,lt-50,3,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,IN,India,150623,HOSTPAT-AS-IN HOSTDZIRE WEB SERVICES PRIVATE LIMITED,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
